time,,,,,,,,
5.59,,,Part 1,81.9812126387703,4.20484293193723,,2.77777777777778,2.85714285714285
6.36,0.77,77.9220779220779,Part 1,81.9812126387703,,,,
7.08,0.72,83.3333333333334,Part 1,81.9812126387703,,,,
7.82,0.74,81.0810810810811,Part 1,81.9812126387703,,,,
8.49,0.67,89.5522388059702,Part 1,81.9812126387703,,,,
9.19,0.699999999999999,85.7142857142858,Part 1,81.9812126387703,,,,
9.91,0.720000000000001,83.3333333333333,Part 1,81.9812126387703,,,,
10.7,0.789999999999999,75.9493670886077,Part 1,81.9812126387703,,,,
11.41,0.710000000000001,84.507042253521,Part 1,81.9812126387703,,,,
12.13,0.720000000000001,83.3333333333333,Part 1,81.9812126387703,,,,
12.87,0.739999999999998,81.0810810810813,Part 1,81.9812126387703,,,,
13.58,0.710000000000001,84.507042253521,Part 1,81.9812126387703,,,,
14.34,0.76,78.9473684210527,Part 1,81.9812126387703,,,,
15.09,0.75,80,Part 1,81.9812126387703,,,,
15.83,0.74,81.0810810810811,Part 1,81.9812126387703,,,,
16.56,0.729999999999999,82.191780821918,Part 1,81.9812126387703,,,,
17.3,0.740000000000002,81.0810810810809,Part 1 Repeat,80.8080808080808,,,,
18.08,0.779999999999998,76.9230769230772,Part 1 Repeat,80.8080808080808,,,,
18.8,0.720000000000002,83.3333333333331,Part 1 Repeat,80.8080808080808,,,,
19.54,0.739999999999998,81.0810810810813,Part 1 Repeat,80.8080808080808,,,,
20.26,0.720000000000002,83.3333333333331,Part 1 Repeat,80.8080808080808,,,,
20.97,0.709999999999997,84.5070422535214,Part 1 Repeat,80.8080808080808,,,,
21.65,0.68,88.2352941176471,Part 1 Repeat,80.8080808080808,,,,
22.39,0.740000000000002,81.0810810810809,Part 1 Repeat,80.8080808080808,,,,
23.13,0.739999999999998,81.0810810810813,Part 1 Repeat,80.8080808080808,,,,
23.88,0.75,80,Part 1 Repeat,80.8080808080808,,,,
24.61,0.73,82.1917808219178,Part 1 Repeat,80.8080808080808,,,,
25.27,0.66,90.9090909090909,Part 1 Repeat,80.8080808080808,,,,
25.97,0.699999999999999,85.7142857142858,Part 1 Repeat,80.8080808080808,,,,
26.87,0.900000000000002,66.6666666666665,Part 1 Repeat,80.8080808080808,,,,
27.63,0.759999999999998,78.9473684210528,Part 1 Repeat,80.8080808080808,,,,
28.36,0.73,82.1917808219178,Part 1 Repeat,80.8080808080808,,,,
29.18,0.82,73.1707317073171,Part 2,80.4020100502513,,,,
29.91,0.73,82.1917808219178,Part 2,80.4020100502513,,,,
30.68,0.77,77.922077922078,Part 2,80.4020100502513,,,,
31.36,0.68,88.2352941176471,Part 2,80.4020100502513,,,,
32.11,0.75,80,Part 2,80.4020100502513,,,,
32.84,0.730000000000004,82.1917808219174,Part 2,80.4020100502513,,,,
33.62,0.779999999999994,76.9230769230775,Part 2,80.4020100502513,,,,
34.38,0.760000000000005,78.9473684210521,Part 2,80.4020100502513,,,,
35.12,0.739999999999995,81.0810810810816,Part 2,80.4020100502513,,,,
35.88,0.760000000000005,78.9473684210521,Part 2,80.4020100502513,,,,
36.65,0.769999999999996,77.9220779220783,Part 2,80.4020100502513,,,,
37.37,0.719999999999999,83.3333333333335,Part 2,80.4020100502513,,,,
38.1,0.730000000000004,82.1917808219174,Part 2,80.4020100502513,,,,
38.85,0.75,80,Part 2,80.4020100502513,,,,
39.6,0.75,80,Part 2,80.4020100502513,,,,
40.33,0.729999999999997,82.1917808219182,Part 2,80.4020100502513,,,,
41.12,0.789999999999999,75.9493670886077,Part 2 Repeat,79.4701986754967,,,,
41.89,0.770000000000003,77.9220779220776,Part 2 Repeat,79.4701986754967,,,,
42.59,0.700000000000003,85.7142857142854,Part 2 Repeat,79.4701986754967,,,,
43.36,0.769999999999996,77.9220779220783,Part 2 Repeat,79.4701986754967,,,,
44.12,0.759999999999998,78.9473684210528,Part 2 Repeat,79.4701986754967,,,,
44.84,0.720000000000006,83.3333333333326,Part 2 Repeat,79.4701986754967,,,,
45.56,0.719999999999999,83.3333333333335,Part 2 Repeat,79.4701986754967,,,,
46.33,0.769999999999996,77.9220779220783,Part 2 Repeat,79.4701986754967,,,,
47.13,0.800000000000004,74.9999999999996,Part 2 Repeat,79.4701986754967,,,,
47.86,0.729999999999997,82.1917808219182,Part 2 Repeat,79.4701986754967,,,,
48.61,0.75,80,Part 2 Repeat,79.4701986754967,,,,
49.31,0.700000000000003,85.7142857142854,Part 2 Repeat,79.4701986754967,,,,
50.11,0.799999999999997,75.0000000000003,Part 2 Repeat,79.4701986754967,,,,
50.86,0.75,80,Part 2 Repeat,79.4701986754967,,,,
51.67,0.810000000000002,74.0740740740739,Part 2 Repeat,79.4701986754967,,,,
52.44,0.769999999999996,77.9220779220783,Part 2 Repeat,79.4701986754967,,,,
53.2,0.760000000000005,78.9473684210521,Part 3,78.6885245901639,,,,
53.96,0.759999999999998,78.9473684210528,Part 3,78.6885245901639,,,,
54.76,0.799999999999997,75.0000000000003,Part 3,78.6885245901639,,,,
55.49,0.730000000000004,82.1917808219174,Part 3,78.6885245901639,,,,
56.23,0.739999999999995,81.0810810810816,Part 3,78.6885245901639,,,,
57.02,0.790000000000006,75.949367088607,Part 3,78.6885245901639,,,,
57.74,0.719999999999999,83.3333333333335,Part 3,78.6885245901639,,,,
58.48,0.739999999999995,81.0810810810816,Part 3,78.6885245901639,,,,
59.25,0.770000000000003,77.9220779220776,Part 3,78.6885245901639,,,,
59.97,0.719999999999999,83.3333333333335,Part 3,78.6885245901639,,,,
