time
5.73
6.47
7.22
7.97
8.70
9.42
10.12
10.81
11.55
12.32
12.99
13.71
14.41
15.20
16.02
16.72
17.46
18.22
18.96
19.72
20.51
21.18
21.87
22.55
23.27
24.04
24.79
25.50
26.19
26.98
27.78
28.49
29.25
30.09
30.85
31.56
32.27
33.02
33.76
34.50
35.25
35.99
36.77
37.53
38.24
38.98
39.75
40.50
41.21
41.98
42.72
43.48
44.17
45.03
45.73
46.46
47.23
47.95
48.71
49.41
50.17
50.97
51.78
52.51
53.26
54.05
54.85
55.62
56.38
57.12
57.91
58.69
59.42
60.14
60.88
61.65
62.37
63.16
63.89
64.68
65.43
66.19
67.02
67.77
68.50
69.29
70.07
70.80
71.54
72.34
73.11
73.91
74.69
75.42
76.17
76.98
77.75
78.52
79.31
80.02
80.79
81.50
82.29
83.01
83.77
84.52
85.33
86.08
86.78
87.59
88.34
89.05
89.86
90.69
91.45
92.20
92.91
93.69
94.43
95.15
95.95
96.70
97.46
98.19
98.95
99.68
100.52
101.25
102.03
102.80
103.56
104.39
105.16
105.92
106.69
107.37
108.18
108.93
109.69
110.41
111.16
111.90
112.66
113.41
114.18
114.97
115.70
116.49
117.25
118.04
118.79
119.51
120.23
121.01
121.78
122.56
123.35
124.12
124.87
125.60
126.41
127.18
127.95
128.67
129.40
130.19
130.95
131.72
132.47
133.26
134.01
134.73
135.44
136.20
136.94
137.68
138.43
139.24
139.98
140.72
141.46
142.23
143.01
143.79
144.52
145.30
146.10
146.86
147.69
148.47
149.21
149.94
